x,y,z_current,spindle_current,force_phy,force_hybrid,delta_f,stiffness,delta_k
4.984830805134188836e+01,1.116029068968228799e+01,5.356749309602439446e+00,8.027260847120432530e+00,-1.274015608565967916e+01,2.390934741796133522e-01,1.297924955983929252e+01,3.479072159987881605e+03,2.783257727990305170e+02
4.986831138523086793e+01,1.112156203458169657e+01,5.168518491054218345e+00,8.050307091851411911e+00,-1.309331493065420915e+01,-4.379719013356044854e-01,1.265534302931860466e+01,3.479289385640686760e+03,2.783431508512549613e+02
4.988831471911985460e+01,1.108256971573628746e+01,5.385878047929670842e+00,7.967090306812498746e+00,-1.260695791752539385e+01,3.577401453377113683e-01,1.296469806286310522e+01,3.479509040657665992e+03,2.783607232526132975e+02
4.990831805300883417e+01,1.104331411848733069e+01,5.515236053748332701e+00,7.985351644651387026e+00,-1.230254993836906507e+01,4.419922365902078099e-01,1.274454217495927288e+01,3.479731098891928923e+03,2.783784879113543411e+02
4.992832138689782084e+01,1.100379563676106187e+01,5.230188639764965508e+00,8.088434911134481098e+00,-1.285544942605531560e+01,-1.492940847412995709e-01,1.270615534131401603e+01,3.479955533712115994e+03,2.783964426969693022e+02
4.994832472078679331e+01,1.096401467305701516e+01,4.976532669773453321e+00,8.175123911521456677e+00,-1.334316992756973264e+01,-6.747995760057232673e-01,1.266837035156400937e+01,3.480182318000063788e+03,2.784145854400051121e+02
4.996832805467577998e+01,1.092397163843584273e+01,5.168588308651179908e+00,8.138228414670122035e+00,-1.290850018779016040e+01,-1.692899153514790811e-01,1.273921027243868132e+01,3.480411424148557217e+03,2.784329139318845705e+02
4.998833138856475955e+01,1.088366695250717342e+01,5.376821609097164334e+00,8.088375420163126606e+00,-1.244021687401970588e+01,2.654741916356666565e-01,1.270569106565537254e+01,3.480642824059154009e+03,2.784514259247323480e+02
5.000833472245373912e+01,1.084310104341685133e+01,5.289926076480554684e+00,8.031530055819006364e+00,-1.258236263725142301e+01,1.632278644429998593e-01,1.274559050169442287e+01,3.480876489140104695e+03,2.784701191312083779e+02
5.002833805634272579e+01,1.080227434783416207e+01,5.247907881553127041e+00,8.050256351281833034e+00,-1.263148346962164759e+01,3.026576223235899477e-02,1.266174923185400658e+01,3.481112390304356268e+03,2.784889912243485242e+02
5.004834139023170536e+01,1.076118731093855985e+01,5.333481346165178216e+00,7.977957529595784969e+00,-1.241648495598805901e+01,4.008164368288955615e-01,1.281730139281695457e+01,3.481350497967641786e+03,2.785080398374113315e+02
5.006834472412068493e+01,1.071984038640633052e+01,5.264900348917919359e+00,7.927142218211390201e+00,-1.252021359714811588e+01,1.403990996572765937e-01,1.266061269680539247e+01,3.481590782046667300e+03,2.785272625637334158e+02
5.008834805800966450e+01,1.067823403639672009e+01,5.347140048917176536e+00,7.957607263317497903e+00,-1.231179413401401135e+01,4.411443001544572695e-01,1.275293843416846862e+01,3.481833211957388812e+03,2.785466569565911072e+02
5.010835139189865117e+01,1.063636873153803286e+01,5.305513659186665620e+00,8.056488433573399277e+00,-1.235943191592741819e+01,5.909449653563001448e-01,1.295037688128371833e+01,3.482077756613386100e+03,2.785662205290709039e+02
5.012835472578763074e+01,1.059424495091330165e+01,5.371879774555035958e+00,8.033895915317634362e+00,-1.218353716346913806e+01,8.304639714501238501e-01,1.301400113491926192e+01,3.482324384424337040e+03,2.785859507539469746e+02
5.014835805967661742e+01,1.055186318204566476e+01,5.226347677923198987e+00,7.944448171629979960e+00,-1.244575567934744775e+01,2.473428936936645783e-01,1.269309857304111233e+01,3.482573063294589247e+03,2.786058450635671306e+02
5.016836139356558988e+01,1.050922392088360091e+01,5.285863649139571407e+00,8.063762975746907813e+00,-1.228371755788494646e+01,1.340478258073041218e-01,1.241776538369225058e+01,3.482823760621835390e+03,2.786259008497468130e+02
5.018836472745456945e+01,1.046632767178565082e+01,5.134242016201128855e+00,8.046016664529558327e+00,-1.255819044660056427e+01,9.250749815885583871e-02,1.265069794475942011e+01,3.483076443295895842e+03,2.786461154636716628e+02
5.020836806134355612e+01,1.042317494750517426e+01,5.092711513237695442e+00,7.982402113041127123e+00,-1.260481586831233614e+01,-2.893314227929266735e-02,1.257588272603304347e+01,3.483331077697603632e+03,2.786664862158082769e+02
5.022837139523253569e+01,1.037976626917451384e+01,5.363413710787033217e+00,8.051351098514365034e+00,-1.200559968542292388e+01,8.331840423584342403e-01,1.283878372778135812e+01,3.483587629697801731e+03,2.786870103758241726e+02
5.024837472912152236e+01,1.033610216628911971e+01,5.178186617331306252e+00,8.060020824655646621e+00,-1.234908657237343732e+01,3.290473511610372270e-01,1.267813392353447455e+01,3.483846064656453109e+03,2.787076851725162783e+02
5.026837806301050193e+01,1.029218317669121951e+01,5.242394311718817868e+00,8.041093767016548099e+00,-1.217661534860823913e+01,5.907255629859751167e-01,1.276734091159421425e+01,3.484106347421859482e+03,2.787285077937487472e+02
5.028838139689948150e+01,1.024800984655337643e+01,5.154150610263941168e+00,8.169281833922477531e+00,-1.231924001599357688e+01,6.630075502127841247e-01,1.298224756620636100e+01,3.484368442329998288e+03,2.787494753863998653e+02
5.030838473078846107e+01,1.020358273036160313e+01,5.062340129044275550e+00,7.947635168413201612e+00,-1.246908527397954813e+01,1.770692029877629636e-01,1.264615447696731110e+01,3.484632313203979265e+03,2.787705850563183390e+02
5.032838806467744774e+01,1.015890239089833180e+01,5.127387648732596226e+00,7.945717818156837531e+00,-1.229445831047826232e+01,2.155271109489032000e-01,1.250998542142716552e+01,3.484897923353618353e+03,2.787918338682894728e+02
5.034839139856642731e+01,1.011396939922508764e+01,5.291664641108183353e+00,8.109554197092403882e+00,-1.191454319707885290e+01,6.483968783763547350e-01,1.256294007545520763e+01,3.485165235575129373e+03,2.788132188460103293e+02
5.036839473245541399e+01,1.006878433466478207e+01,5.179178260223122443e+00,8.121686041021927593e+00,-1.210671284263263914e+01,8.086488687305273260e-01,1.291536171136316646e+01,3.485434212150951680e+03,2.788347369720761435e+02
5.038839806634439356e+01,1.002334778478389765e+01,4.900305676574874703e+00,8.151032324853780153e+00,-1.264271890295876055e+01,-5.394894440883035713e-02,1.258876995854993019e+01,3.485704814849686500e+03,2.788563851879749222e+02
5.040840140023336602e+01,9.977660345374250284e+00,5.072915519595820655e+00,8.080270980180541684e+00,-1.224519560409296659e+01,1.016160291587340225e-01,1.234681163325170061e+01,3.485977004926180143e+03,2.788781603940944365e+02
5.042840473412235269e+01,9.931722620434552340e+00,5.305612389428529418e+00,8.054642984531175998e+00,-1.172335135359355718e+01,9.691492816969056179e-01,1.269250063529046280e+01,3.486250743121718187e+03,2.789000594497374550e+02
5.044840806801133226e+01,9.885535222151714763e+00,5.059004164067458120e+00,8.132173690364995267e+00,-1.219222503525533341e+01,4.249390382832647362e-01,1.261716407353859815e+01,3.486525989664369718e+03,2.789220791731495979e+02
5.046841140190031894e+01,9.839098770881872014e+00,4.861455867811502074e+00,8.102108669137487951e+00,-1.255952792605241441e+01,-3.271279338690735727e-01,1.223239999218334084e+01,3.486802704269447077e+03,2.789442163415557729e+02
5.048841473578929850e+01,9.792413895131044654e+00,5.297464072276688363e+00,8.266190201546775640e+00,-1.161708469496993246e+01,4.184963234289735823e-01,1.203558101839890604e+01,3.487080846140117956e+03,2.789664676912094592e+02
5.050841806967827807e+01,9.745481231535713107e+00,5.144902080835861646e+00,8.120829292190329340e+00,-1.189114687908183576e+01,4.965997770433840941e-01,1.238774665612521986e+01,3.487360373968143904e+03,2.789888299174515396e+02
5.052842140356725764e+01,9.698301424842899365e+00,5.047262599991424459e+00,8.147168840740063089e+00,-1.205154945785178988e+01,6.045190347583755397e-01,1.265606849261016542e+01,3.487641245934762537e+03,2.790112996747810143e+02
5.054842473745624432e+01,9.650875127890177652e+00,5.003676083947073749e+00,8.354106266618712695e+00,-1.210010245196672862e+01,7.654310454992163670e-01,1.286553349746594499e+01,3.487923419711709812e+03,2.790338735769367986e+02
5.056842807134522388e+01,9.603203001585335130e+00,5.170643939706717873e+00,8.145133926288803394e+00,-1.171336092293730857e+01,6.374335692580288537e-01,1.235079449219533743e+01,3.488206852462387815e+03,2.790565481969910593e+02
5.058843140523420345e+01,9.555285714885702220e+00,4.968173148049591425e+00,8.209841773880331317e+00,-1.209006056276933272e+01,2.738928938024294268e-01,1.236395345657176215e+01,3.488491500843171707e+03,2.790793200674537502e+02
5.060843473912319013e+01,9.507123944777351454e+00,5.163385857154340286e+00,8.221680796036284988e+00,-1.164474056120644363e+01,6.529212987295487380e-01,1.229766185993599237e+01,3.488777321004869918e+03,2.791021856803895957e+02
5.062843807301216259e+01,9.458718376253909099e+00,5.082977467525909177e+00,8.233107111585885818e+00,-1.176893864084295060e+01,6.140526271416621995e-01,1.238299126798461280e+01,3.489064268594328951e+03,2.791251414875463297e+02
5.064844140690114926e+01,9.410069702295150051e+00,5.039530367477420114e+00,8.202364807989836137e+00,-1.181663736736009085e+01,5.157453119199768565e-01,1.233238267928006771e+01,3.489352298756185519e+03,2.791481839004948711e+02
5.066844474079012883e+01,9.361178623845347602e+00,5.019820916179397408e+00,8.199315631222161116e+00,-1.181517208944221586e+01,4.481931046528639939e-01,1.226336519409507986e+01,3.489641366134778764e+03,2.791713092907822897e+02
5.068844807467911551e+01,9.312045849791353191e+00,4.973490226466963371e+00,8.196429132695921993e+00,-1.186861262781949122e+01,6.506466688928593811e-01,1.251925929671235060e+01,3.489931424876203437e+03,2.791945139900962545e+02
5.070845140856809508e+01,9.262672096940352873e+00,5.112027657565501926e+00,8.146908167175343607e+00,-1.153993869019434904e+01,8.466772233730548436e-01,1.238661591356740388e+01,3.490222428630528157e+03,2.792177942904422707e+02
5.072845474245708175e+01,9.213058089997442579e+00,4.874711913619828252e+00,8.223605528914662344e+00,-1.198781602338030616e+01,3.004616302106448700e-01,1.228827765359095103e+01,3.490514330554163735e+03,2.792411464443330829e+02
5.074845807634605421e+01,9.163204561542915627e+00,4.775862568147589471e+00,8.364422880400818272e+00,-1.214946066855913820e+01,8.994502984815966329e-03,1.215845517154395417e+01,3.490807083312392024e+03,2.792645666649913778e+02
5.076846141023503378e+01,9.113112252009173631e+00,5.036105813402930842e+00,8.303543586550985012e+00,-1.156903783801148045e+01,4.739374476215925114e-01,1.204297528563307296e+01,3.491100639082053021e+03,2.792880511265642554e+02
5.078846474412402046e+01,9.062781909657656954e+00,5.029940468826586297e+00,8.235550716502698876e+00,-1.153899247827596675e+01,6.153316749365327354e-01,1.215432415321249948e+01,3.491394949554388859e+03,2.793115959643511133e+02
5.080846807801300002e+01,9.012214290555190743e+00,5.003579708447966290e+00,8.284242109127861298e+00,-1.155058089142667299e+01,1.227411908346008218e+00,1.277799279977268121e+01,3.491689965938056048e+03,2.793351972750444929e+02
5.082847141190198670e+01,8.961410158550318528e+00,4.986577683655641025e+00,8.150770102453213539e+00,-1.154274145328843026e+01,5.652764612440321912e-01,1.210801791453246246e+01,3.491985638962294615e+03,2.793588511169836011e+02
5.084847474579095916e+01,8.910370285249214817e+00,4.890826134274054660e+00,8.203981442122922019e+00,-1.169750887638280190e+01,3.340593346326095059e-01,1.203156821101541141e+01,3.492281918880264584e+03,2.793825535104211895e+02
5.086847807967994584e+01,8.859095449991428950e+00,5.015371382672099365e+00,8.305158221326353285e+00,-1.139706011401563934e+01,1.002276353189005320e+00,1.239933646720464466e+01,3.492578755472547073e+03,2.794063004378037931e+02
5.088848141356892540e+01,8.807586439825358937e+00,4.906931330472377617e+00,8.352800799700000667e+00,-1.157786292403985584e+01,8.168561696548675144e-01,1.239471909369472336e+01,3.492876098050808650e+03,2.794300878440647011e+02
5.090848474745791208e+01,8.755844049483473057e+00,4.845412490001700156e+00,8.176644483552529152e+00,-1.166164117977266912e+01,3.547926150110232157e-01,1.201643379478369233e+01,3.493173895461640768e+03,2.794539116369312524e+02
5.092848808134689165e+01,8.703869081357247239e+00,4.857850534542992982e+00,8.204102020396616624e+00,-1.159255405966634633e+01,4.074354863192262144e-01,1.199998954598557255e+01,3.493472096090560171e+03,2.794777676872448069e+02
5.094849141523587832e+01,8.651662345471837767e+00,5.129109796658649856e+00,8.421763203804880860e+00,-1.098873288759414812e+01,1.535523364082164832e+00,1.252425625167631296e+01,3.493770647866178933e+03,2.795016518292943033e+02
5.096849474912485078e+01,8.599224659460608322e+00,4.669736216729996947e+00,8.259406635835912169e+00,-1.189412419239936725e+01,4.779700755918430133e-01,1.237209426799121026e+01,3.494069498264552294e+03,2.795255598611641972e+02
5.098849808301383035e+01,8.546556848539186291e+00,4.929153616616330780e+00,8.402015623278868972e+00,-1.131463121997950161e+01,5.539333782383177862e-01,1.186856459821781939e+01,3.494368594313689755e+03,2.795494875450951895e+02
5.100850141690281703e+01,8.493659745479584799e+00,4.658877488678807133e+00,8.277124308675658071e+00,-1.182922338930753980e+01,3.206844647039428509e-01,1.214990785401148266e+01,3.494667882598239885e+03,2.795734306078592226e+02
5.102850475079179660e+01,8.440534190583745655e+00,4.838521052058374572e+00,8.284687126656596234e+00,-1.141438871199183502e+01,7.151928311634740965e-01,1.212958154315530912e+01,3.494967309264351570e+03,2.795973847411481188e+02
5.104850808468078327e+01,8.387181031657082286e+00,4.790559306023857822e+00,8.244958132064578393e+00,-1.146962155045390830e+01,7.723423171799677078e-01,1.224196386763387601e+01,3.495266820024703520e+03,2.796213456019763157e+02
5.106851141856975573e+01,8.333601123981607017e+00,4.583424625003043040e+00,8.349194027487708780e+00,-1.185354820347948568e+01,2.297097596071342451e-01,1.208325796308661992e+01,3.495566360163711579e+03,2.796453088130969604e+02
5.108851475245874241e+01,8.279795330288894917e+00,4.871294442111509859e+00,8.386791343795003684e+00,-1.121500302189208220e+01,9.671272978380329732e-01,1.218213031973011518e+01,3.495865874542906113e+03,2.796692699634324981e+02
5.110851808634772198e+01,8.225764520732798957e+00,4.769936401875380483e+00,8.199735592497164660e+00,-1.138031924722230315e+01,7.013369173862695760e-01,1.208165616460857272e+01,3.496165307606491297e+03,2.796932246085193015e+02
5.112852142023670865e+01,8.171509572861909376e+00,4.554517010437414193e+00,8.258693263019726061e+00,-1.178113919626376571e+01,3.628437192837630221e-02,1.181742356819214201e+01,3.496464603387071293e+03,2.797171682709657148e+02
5.114852475412568822e+01,8.117031371591746591e+00,4.898001149001423471e+00,8.364435828811537021e+00,-1.102758777755640374e+01,1.398576321537714051e+00,1.242616409909411779e+01,3.496763705511556509e+03,2.797410964409245366e+02
5.116852808801466779e+01,8.062330809176692981e+00,4.960235974100407397e+00,8.285192397718805779e+00,-1.085485522137405034e+01,1.532116764140521781e+00,1.238697198551457213e+01,3.497062557207249483e+03,2.797650045765799405e+02
5.118853142190364736e+01,8.007408785181805655e+00,4.957584103668825293e+00,8.260398494820551107e+00,-1.081607589172867456e+01,1.249375043863960144e+00,1.206545093559263471e+01,3.497361101308096295e+03,2.797888881046476968e+02
5.120853475579262692e+01,7.952266206454132735e+00,4.812530251081318156e+00,8.384931849956997141e+00,-1.107132491020977483e+01,1.030258032197371776e+00,1.210158294240714660e+01,3.497659280261125787e+03,2.798127424208900607e+02
5.122853808968161360e+01,7.896903987094150423e+00,4.765621750086490138e+00,8.396729781896286937e+00,-1.112382822850503672e+01,9.001637278912930640e-01,1.202399195639632978e+01,3.497957036133057045e+03,2.798365628906445863e+02
5.124854142357059317e+01,7.841323048426589892e+00,4.910066520048547822e+00,8.276752910063368773e+00,-1.078111769175113110e+01,1.173950933938826324e+00,1.195506862568995743e+01,3.498254310617086503e+03,2.798603448493669248e+02
5.126854475745957984e+01,7.785524318971308588e+00,4.943121025134543878e+00,8.333969857341031684e+00,-1.066839508533932701e+01,1.310396086681587136e+00,1.197879117202091415e+01,3.498551045039851033e+03,2.798840836031881167e+02
5.128854809134855941e+01,7.729508734413702342e+00,4.867765489506720833e+00,8.224544117934280862e+00,-1.077949506641067678e+01,1.049299405715824918e+00,1.182879447212650170e+01,3.498847180368565205e+03,2.799077744294852437e+02
5.130855142523753898e+01,7.673277237575137022e+00,4.609210630884252424e+00,8.253810307406372004e+00,-1.126884459294711682e+01,6.556799579350052198e-01,1.192452455088212204e+01,3.499142657218335899e+03,2.799314125774668582e+02
5.132855475912651855e+01,7.616830778382735367e+00,4.736770741170921895e+00,8.339593593690498352e+00,-1.096083152184046128e+01,9.311232231185595509e-01,1.189195474495902083e+01,3.499437415859654720e+03,2.799549932687723981e+02
5.134855809301549812e+01,7.560170313839492451e+00,4.755722502364190696e+00,8.336369234041258736e+00,-1.087705073402061728e+01,1.106699833765286911e+00,1.198375056778590420e+01,3.499731396226058678e+03,2.799785116980846738e+02
5.136856142690448479e+01,7.503296807993643291e+00,4.476155401681236157e+00,8.260687446162267022e+00,-1.140963073759259672e+01,5.095762278436648529e-01,1.191920696543626157e+01,3.500024537921970932e+03,2.800019630337577041e+02
5.138856476079346436e+01,7.446211231908032246e+00,4.739919935625183989e+00,8.284924794767393408e+00,-1.082026870880319080e+01,1.164559597143536962e+00,1.198482830594672777e+01,3.500316780230715267e+03,2.800253424184572282e+02
5.140856809468244393e+01,7.388914563629305654e+00,4.946601921628635878e+00,8.261148474126809305e+00,-1.034875163548207588e+01,2.030774632846092942e+00,1.237952626832816883e+01,3.500608062122701085e+03,2.800486449698161096e+02
5.142857142857142350e+01,7.331407788156621308e+00,4.740841200748921125e+00,8.386890074676516704e+00,-1.072880787022894111e+01,1.402908495685824874e+00,1.213171636591476599e+01,3.500898322263784394e+03,2.800718657811027583e+02
5.144857476246041017e+01,7.273691897410493823e+00,4.831024788877604337e+00,8.197191168644000214e+00,-1.049777367094643132e+01,1.271134583994228962e+00,1.176890825494066029e+01,3.501187499023797500e+03,2.800949999219038205e+02
5.146857809634938974e+01,7.215767890201044921e+00,4.666292435270805505e+00,8.277776709312288261e+00,-1.079303730433250941e+01,1.383056497430699139e+00,1.217609380176320855e+01,3.501475530485251511e+03,2.801180424388201118e+02
5.148858143023837641e+01,7.157636772196292796e+00,4.625645700747733180e+00,8.213751522138021954e+00,-1.083206590564971883e+01,1.389926866647430259e+00,1.222199277229714909e+01,3.501762354452210275e+03,2.801409883561768197e+02
5.150858476412735598e+01,7.099299555890027591e+00,4.670236177629342400e+00,8.400375638268929634e+00,-1.069508042985245133e+01,1.255911463703469622e+00,1.195099189355592095e+01,3.502047908459328937e+03,2.801638326767463241e+02
5.152858809801633555e+01,7.040757260569636244e+00,4.516599301916690123e+00,8.226685447157494835e+00,-1.096733228707737240e+01,6.970154071123157991e-01,1.166434769418968820e+01,3.502332129781066669e+03,2.801865703824853426e+02
5.154859143190531512e+01,6.982010912283492132e+00,4.488824244746376202e+00,8.377475417737956676e+00,-1.097969938961026770e+01,8.057365495750783424e-01,1.178543593918534604e+01,3.502614955441059465e+03,2.802091964352847526e+02
5.156859476579429469e+01,6.923061543808330498e+00,4.746377163858094050e+00,8.510114576382317608e+00,-1.040296882610360463e+01,1.170407931097379617e+00,1.157337675720098424e+01,3.502896322221664832e+03,2.802317057777331684e+02
5.158859809968328136e+01,6.863910194616297034e+00,4.749010336214271710e+00,8.516825383353671342e+00,-1.035251800715762016e+01,1.546700016442487779e+00,1.189921802360010794e+01,3.503176166673664284e+03,2.802540933338931382e+02
5.160860143357226093e+01,6.804557910841723789e+00,4.455271132044242854e+00,8.242458320211165201e+00,-1.091390634982375651e+01,6.881404614298265443e-01,1.160204681125358306e+01,3.503454425126135447e+03,2.802763540100908699e+02
5.162860476746124760e+01,6.745005745247824258e+00,4.680205088947468006e+00,8.414766021457962708e+00,-1.040447728312546616e+01,1.396284391981678752e+00,1.180076167510714491e+01,3.503731033696477425e+03,2.802984826957181781e+02
5.164860810135022007e+01,6.685254757193024311e+00,4.543418798663677372e+00,8.315719760243318603e+00,-1.064179377870684640e+01,1.376210934072478409e+00,1.201800471277932481e+01,3.504005928300603500e+03,2.803204742640483005e+02
5.166861143523920674e+01,6.625306012597150129e+00,4.584407924354314545e+00,8.303312491962845598e+00,-1.051208585653848182e+01,1.428755974244815263e+00,1.194084183078329708e+01,3.504279044663286186e+03,2.803423235730629131e+02
5.168861476912818631e+01,6.565160583907413638e+00,4.588602885902004935e+00,8.393593207617552565e+00,-1.045832427333960624e+01,1.105002401898055098e+00,1.156332667523766133e+01,3.504550318328662343e+03,2.803640254662930147e+02
5.170861810301717298e+01,6.504819550064164346e+00,4.642414033092581604e+00,8.504822862855801802e+00,-1.030212496294911872e+01,1.313179479797719651e+00,1.161530444274683838e+01,3.504819684670886090e+03,2.803855747736708963e+02
5.172862143690615255e+01,6.444283996466352527e+00,4.522703784937014859e+00,8.458402203519572282e+00,-1.050412656448949633e+01,1.325615029517591026e+00,1.182974159400708736e+01,3.505087078904944065e+03,2.804069663123955252e+02
5.174862477079513212e+01,6.383555014936930228e+00,4.671653684133135087e+00,8.357069120170930177e+00,-1.015151202730222479e+01,1.654833822120467701e+00,1.180634584942269250e+01,3.505352436097610280e+03,2.804281948878088429e+02
5.176862810468411169e+01,6.322633703687845497e+00,4.529192175813630428e+00,8.474514814216872693e+00,-1.040045903929159721e+01,1.167395393311123186e+00,1.156785443260272039e+01,3.505615691178557427e+03,2.804492552942846260e+02
5.178863143857309126e+01,6.261521167285015288e+00,4.556565612604364546e+00,8.242427749364932055e+00,-1.029880695194389517e+01,1.599075839112545694e+00,1.189788279105644087e+01,3.505876778951610049e+03,2.804701423161288290e+02
5.180863477246207793e+01,6.200218516612994613e+00,4.371246058399631096e+00,8.365481518357208657e+00,-1.063620693661880523e+01,7.902165220878050178e-01,1.142642345870661025e+01,3.506135634106139150e+03,2.804908507284911252e+02
5.182863810635105750e+01,6.138726868839381012e+00,4.719824656726920864e+00,8.363578894011643783e+00,-9.871499984891839219e+00,1.749614465209887726e+00,1.162111445010172694e+01,3.506392191228605043e+03,2.805113752982883852e+02
5.184864144024004418e+01,6.077047347379160414e+00,4.506687242668840021e+00,8.439509002451158537e+00,-1.026631531376215456e+01,1.548022389005533128e+00,1.181433770276768769e+01,3.506646384814233897e+03,2.805317107851387277e+02
5.186864477412901664e+01,6.015181081858686163e+00,4.525366025331040376e+00,8.420750159763501941e+00,-1.018260619447647741e+01,1.514645418760535378e+00,1.169725161323701279e+01,3.506898149278830260e+03,2.805518519423064276e+02
5.188864810801800331e+01,5.953129208079537271e+00,4.236298262619584420e+00,8.429371506313112050e+00,-1.073414859050669889e+01,8.928586102935334168e-01,1.162700720080023231e+01,3.507147418970724630e+03,2.805717935176579658e+02
5.190865144190698288e+01,5.890892867982189252e+00,4.320007425122163625e+00,8.430404003463605633e+00,-1.051620742832056088e+01,1.264570774569170553e+00,1.178077820288973143e+01,3.507394128182854729e+03,2.805915302546283669e+02
5.192865477579596245e+01,5.828473209609445149e+00,4.556706441224348758e+00,8.449845921211107225e+00,-9.982478336393779017e+00,1.679504593253190237e+00,1.166198292964696925e+01,3.507638211164969107e+03,2.806110568931975422e+02
5.194865810968494912e+01,5.765871387069649856e+00,4.431994428682858533e+00,8.494914829161080760e+00,-1.019476889515241957e+01,1.435652702421885252e+00,1.163042159757430483e+01,3.507879602135962159e+03,2.806303681708769773e+02
5.196866144357392869e+01,5.703088560499741888e+00,4.157300130847484176e+00,8.467280908362150527e+00,-1.071664763085002825e+01,7.854297310523534748e-01,1.150207736190238172e+01,3.508118235296324656e+03,2.806494588237059702e+02
5.198866477746290826e+01,5.640125896028067132e+00,4.500914548930864179e+00,8.436195251767063752e+00,-9.962265037381790478e+00,1.768595231839832138e+00,1.173086026922162262e+01,3.508354044840722509e+03,2.806683235872578166e+02
5.200866811135188783e+01,5.576984565736988309e+00,4.300412479818436218e+00,8.494670959386155573e+00,-1.033101763458808620e+01,1.302039576834117085e+00,1.163305721142220328e+01,3.508586964970684221e+03,2.806869571976547491e+02
5.202867144524087450e+01,5.513665747625421609e+00,4.524352461933476732e+00,8.532187243204006677e+00,-9.823688898150495064e+00,2.041118415835589062e+00,1.186480731398608413e+01,3.508816929907402482e+03,2.807053543925921986e+02
5.204867477912985407e+01,5.450170625570957661e+00,4.333764247129810343e+00,8.425159948680017052e+00,-1.017200066817317960e+01,1.269652984465473367e+00,1.144165365263865297e+01,3.509043873904652628e+03,2.807235099123722080e+02
5.206867811301884075e+01,5.386500389292000257e+00,4.358162283968963990e+00,8.468412694939667418e+00,-1.007657628184980680e+01,1.076868329124755164e+00,1.115344461097456197e+01,3.509267731261804329e+03,2.807414185009443486e+02
5.208868144690781321e+01,5.322656234309559586e+00,4.464348584019974808e+00,8.569618401844891764e+00,-9.812353126323902330e+00,1.521355228022676087e+00,1.133370835434657842e+01,3.509488436336951963e+03,2.807590749069561866e+02
5.210868478079679988e+01,5.258639361908905130e+00,4.204435783746482080e+00,8.391923893718317373e+00,-1.030379904696462567e+01,1.192496447555839723e+00,1.149629549452046540e+01,3.509705923560130941e+03,2.807764738848104571e+02
5.212868811468577945e+01,5.194450979101080001e+00,4.182239335644540645e+00,8.627977541152324292e+00,-1.030460263051807246e+01,1.026533477881894640e+00,1.133113610839996710e+01,3.509920127446639526e+03,2.807936101957311621e+02
5.214869144857475902e+01,5.130092298584177257e+00,4.267033016151442482e+00,8.379903171272573559e+00,-1.008459536504074094e+01,1.335606938228568907e+00,1.142020230326930985e+01,3.510130982610446154e+03,2.808104786088356946e+02
5.216869478246374570e+01,5.065564538704363073e+00,4.379092054243533205e+00,8.462818031235970651e+00,-9.808335421112071018e+00,1.783771537179463351e+00,1.159210695829153437e+01,3.510338423777692697e+03,2.808270739022154316e+02
5.218869811635272526e+01,5.000868923416865286e+00,4.109331914275964337e+00,8.417820900222768188e+00,-1.032018548582879092e+01,1.073982230065029242e+00,1.139416771589382016e+01,3.510542385800271859e+03,2.808433908640217282e+02
5.220870145024170483e+01,4.936006682246627086e+00,4.058067031336372921e+00,8.672236271455485479e+00,-1.038107923678536260e+01,8.487188441868873667e-01,1.122979808097224996e+01,3.510742803669499153e+03,2.808594242935599254e+02
5.222870478413068440e+01,4.870979050248819497e+00,4.346260584389914250e+00,8.460277077017344993e+00,-9.741352017964119980e+00,1.634302423850813923e+00,1.137565444181493390e+01,3.510939612529849455e+03,2.808751690023879632e+02
5.224870811801967108e+01,4.805787267969293453e+00,4.164229215981491095e+00,8.463797555369657388e+00,-1.007220481123903078e+01,1.152749263680618697e+00,1.122495407491964947e+01,3.511132747692774956e+03,2.808906198154219851e+02
5.226871145190865064e+01,4.740432581404620649e+00,4.178682442969007482e+00,8.477501364347974189e+00,-9.997540069803141805e+00,1.242008378874873031e+00,1.123954844867801484e+01,3.511322144650588143e+03,2.809057715720470583e+02
5.228871478579763732e+01,4.674916241962176144e+00,3.992086438836568441e+00,8.518082398129436683e+00,-1.033787276374332009e+01,1.272670530349396145e+00,1.161054329409271624e+01,3.511507739090409814e+03,2.809206191272327828e+02
5.230871811968661689e+01,4.609239506419856802e+00,4.122572224871953850e+00,8.487408083752383092e+00,-1.002377928289236131e+01,1.335948923081758721e+00,1.135972820597412003e+01,3.511689466908180293e+03,2.809351573526544144e+02
5.232872145357559646e+01,4.543403636885815722e+00,4.192280417519293145e+00,8.506277926278858814e+00,-9.835164794412824207e+00,1.367925921988163651e+00,1.120309071640098786e+01,3.511867264222723406e+03,2.809493811378178520e+02
5.234872478746457602e+01,4.477409900757734817e+00,4.293966044080687716e+00,8.237773561516195997e+00,-9.580583810451878790e+00,1.767889962411118177e+00,1.134847377286299697e+01,3.512041067389865930e+03,2.809632853911892880e+02
5.236872812135355559e+01,4.411259570682322106e+00,4.078899509792135447e+00,8.527860525892050347e+00,-9.979815394663223316e+00,1.433584690065320189e+00,1.141340008472854350e+01,3.512210813016602970e+03,2.809768650413282671e+02
5.238873145524254227e+01,4.344953924514230792e+00,4.359453676665101973e+00,8.527865396865077940e+00,-9.356123071350927134e+00,1.846823344162626057e+00,1.120294641551355319e+01,3.512376437975305635e+03,2.809901150380244417e+02
